C[C@H](CS)NC,0.5
C(O)OCS,-0.1
C[C@H](N)NI,-0.3
C[C@H]([C@H](C)S)S,1.7
C(C(CF)Cl)F,1.6
[3H]OOCCCCCC,1.9
C(S)[I-]S,1.8
CSCCCl,1.5
CCOC(N)N,-1.2
C=IC(S)S,2.1
CS(=S)O,2.2
CCCPCCC,1.7
COP(C)Cl,0.8
C(CN[NH3+])N[NH3+],-2.1
CP([O-])S,-0.2
CC(C)C(I)I,3.3
C1CNPN1,-0.8
CCC(C)C(C)C,3.4
CC1CC[C]C1,3.4
CCCCCOC,1.9
C(C(F)(F)F)O,0.4
C=CNSCN,0.4
[2H]CC([2H])([2H])C([2H])([2H])C([2H])([2H])Br,2.8
COCCNCN,-1.2
C[C@@H](CCCO)O,0.0
CCCC(CCC)Br,3.6
CCCOCl,1.8
CC(CCNC)Cl,1.2
CCN(C)SS,1.6
CC(C)(C)SI,2.7
COCCSPO,-0.3
C(NCF)F,0.7
[2H]C([2H])([2H])CCCCBr,3.4
CC(C)([CH])C[CH],3
C(F)(F)(F)SS,2.2
CCO[C@H](C)CO,0.2
CCC=C.CC=CC,4.2
CCC[C@@H](C)[NH3+],1.0
CN(C)COO,-0.3
C(=O)(N)I,0
CC(C)NCCBr,1.4
CCCOCCl,1.7
C([C@H](F)Cl)Cl,1.9
CCSNSC,1
C[C]/C=C\[S-],1.7
CC(OC)Cl,1.2
CCNCI=N,1.5
CCS[S-],1.3
C(CPCP)PCP,-0.8
[2H]N([2H])CCCCN,-0.9
CCC[C@H](C)S,2.2
[3H]C1CCCNC1,0.8
C[C@H](COP)O,-0.3
C(CCO)CCBr,1.4
C([C+]=O)Br,0.5
CCCN(C)P,1
C(C(S)(S)S)O,0.5
CCCSCSC,2.5
CCCC(C)CO,1.8
C[C@H](CO)NP,-0.6
CSCSC=S,2
CCCC[C+](C)C,3.7
CONCI,0.6
COSS,1
C[C@@H](CN)NC,-0.7
C(CCF)CON,0.4
CC(C)OOCO,0.3
C(COP)CBr,1.1
C(CS)OCO,-0.2
C(O)[I-]S,0.8
CC(COC)NC,0.1
C[11CH-]I,2.1
C1C[SH+]CCO1,0.5
CC(CCF)NC,0.9
CC(C(F)F)Cl,2.1
[2H][12C]([2H])([2H])I,1.5
C(COCCN)N,-1.8
C(N)[I-]F,0.6
C(COCCO)O,-1.3
CC[C@@H](CCCl)Cl,2.7
C(C(F)(F)F)N,0.2
CCNNNNI,-0.2
CCSOOOS,1.5
CC[C@@H](C)CCS,2.7
C(N)(O)(F)F,-0.5
[CH2]C(F)(F)F,1.7
C[CH]CCC(C)C,3.7
C1CCPPCC1,0.7
C1CC[N-]CC1,0.8
C1CCSOC1,1.0
[2H]OCCSSCCO[2H],-0.5
CCCCCSBr,3.2
CCCN(C)C[18F],1.6
CC(O)P=O,-1
CCSC[C]=O,0.8
C([C@H](F)Br)Br,2.3
CC(C)N(C)[CH2-],1.1
C/C=C\CCCl,2.2
CC(S)I,1.7
C(CS)OOCN,-0.4
CSSCSS,1.7
CCPSN,0
C=CCCSN,0.8
C(CCOS)CO,0.6
CCCCOCCCC,3.2
CC(C)N(C)P,0.9
C1CCNNCC1,0.4
CS(=S)S,2.8
C(=N\I)\I,1.7
C(CO)NCF,-0.4
[3H]CCOCCS,0.7
C(SO)[I-]P,0.6
CC(C)OOOI,1.8
CCSSCF,1.7
CC(C)C(C)N,1.0
C(CBr)NCCI,1.7
CCCNSCCC,2
[2H]C1=CC=C(C=C1)[2H],2.1
CC=CCCS,1.9
C1C[CH]COC1,0.9
[2H]C([2H])(CC(C)C)O,1.2
COCCCOCl,1.1
CCC(N)SS,1.1
[13CH3]S(=O)[O-],-1.1
C[C@@H](COC)O,-0.2
C[C-](C)CCCC[CH2-],4.3
[2H]C(CCCC)CCCCC,5.0
C=CCCC[CH],3.4
[CH2]CC(S)S,1.9
C([C@H]([13CH2]O)O)O,-1.8
CCNP([O-])[O-],-1.1
CNC1SS1,0.5
C(OPO)POO,-1.2
CSOON=O,0.5
C(CCS)CS,1.5
CI1C[I-]1,2.9
C(OOCCl)Cl,1.5
CC(C)CSCO,1.6
C(F)SOO[O-],0.4
CC(CO)COO,-0.3
CCCC(CBr)F,2.6
C([13C@@H]([13CH2]O)O)O,-1.8
CNCP(C)C,-0.4
C(N)(N)(N)SN,-2.9
CN(CCCl)Cl,1.2
C(I)I,2.3
CCS(O)(O)O,-0.2
CSC(CO)O,-0.3
C1[CH]CNCN1,-0.4
[2H]C([2H])([2H])C(C([2H])([2H])[2H])P,0.7
COS[I-]O,0.9
C(CF)OCS,0.8
CC(C(C)S)[O-],1.8
CC(C)CCNO,1.0
C[C@H]([C@H](Cl)Br)Br,2.9
C(CCl)C(O)F,1
C(=O)C(F)Br,1
CC[CH]C(C)C,3.2
CCSC(C)P,1.4
C(OOO)I,0.4
C=CI=C,2.3
CC[CH]Br,2.1
C(C(CI)Br)O,1.5
[2H]C1=CSC=N1,0.4
C(C(CP)O)O,-1.4
CCCCSPC,1.6
C([C]=O)SCl,0.8
C(P)PSSN,-0.2
C(N)SNN,-1.4
C(C(CCl)Br)F,2.0
CC(OCS)Cl,1.6
CCCCC[I-]Cl,4.1
CCC(CCN)S,0.9
C[CH]SS,1.3
C(CSC=O)F,1
CSPSN,0.1
CN(C)CC[Cl+]C,0.9
C(=S)NSO,0.1
CSSCC[NH3+],0
C[CH-]C/C=C\C,2.6
CCOOP(O)O,-0.6
C1[CH]COCN1,-0.1
CN(COC)O,-0.3
C[C@@H]([CH2])CC(C)C,3.4
CCN(C)CCO,-0.1
CCP(CC)[S-],1.2
C[CH+]CC[C](N)O,0.5
CC[CH]C(C)P,1.6
C[C@H](CCCCl)Cl,2.6
CCOCOBr,1.3
C1CSP1S,0.6
CSCSCSC,2.4
CN(N)Cl,-0.1
C[C@H](CCOC)N,-0.1
[3H]N1CCNCC1,-1.5
C[CH]CCCOOC,1.9
C(C(O)ON)O,-1.9
C([C@H](CS)N)O,-1.0
[2H]C(=C)I,1.7
C=NCCCCl,2.3
CCCSSO,1.3
[CH2]CC(F)(F)F,2.2
C[C@@H](C(F)F)F,1.9
COCCP,-0.2
CC(C)([CH2-])CO,1.3
CCC[C@@H](O)Br,1.7
CC(P(C)C)S,0.8
CCCCC[C-]=C,4
C(CF)[C@@H](O)Cl,1
CN(C)C(N)N,-1.4
C(C[NH3+])CNCC[NH3+],-1.7
[CH2-]C([CH2+])CCCN,1.3
CC1SS1,1.2
CI(S)I,2.7
CCC([CH2])OCC,1.8
CCOCC[NH-],-0.5
CN(C)[S+](F)F,2.2
CCCC[C@@H](C)Cl,3
CNNCCCN,-1
C([CH]CBr)Br,2.4
C[N-]CCSC,0.4
[2H]C(CC)C([2H])(C([2H])([2H])C([2H])([2H])[2H])O,1.7
CC(CCCBr)F,2.5
[CH2+]CCS[O-],0.8
CP(C)CCCO,-0.4
C1CCC(C1)[O-],1.9
CCONCNC,-0.1
CP(CO)CO,-1.2
CNSS,0.7
CON(CO)OC,-0.2
C(CCCl)CO,0.8
C(=O)C(I)I,1.2
C=CNCCN,-0.1
[2H]C([2H])(CCCCBr)C([2H])([2H])Br,3.2
CCCC(NC)O,0.5
CCCCP(F)F,2.3
[2H]C([2H])(C([2H])(C)Cl)Cl,1.8
CCS[C](C)C,2
CCCOC[CH2+],1.3
CPPC,-0.2
C(C[O-])CCl,1.6
C(CC(O)O)CI,1
CS/C=C/C[CH2],2
COC(NN)S,-0.5
CSC(N)NN,-1
CCC(OC)F,1.5
CCC(C)C[N-]C,1.5
CCC(CC)SCC,3.1
C(NC(F)F)(F)F,1.7
C(CF)NCCI,1.2
[3H]CSOO[3H],0
CC[C@H](CN)F,0.6
C(CCl)CCl,2.0
CCNNNCC,0.1
CC(C(O)P)O,-0.9
[2H]C#CCBr,1.1
CC(C)(S)S,1.5
CC(COCO)O,-0.8
CON=NI,1.7
CCC[C](C)CC,3.7
C(C[PH+](O)[O-])N,-2.1
COCCCOOC,0.3
C(C(=O)[O-])[SH2+],0.8
C(CCI)CP,1.9
C[C@H](CO)S,0.3
CCC(C)PCC,1.6
C(C(Cl)Br)F,2.1
CCC(CC)CCl,2.9
CN([CH2+])CCCN,-0.3
[2H]C([2H])(CBr)CBr,2.4
CN(C)CCNF,-0.1
C(=S)(F)F,1.4
C1C(O1)Br,0.8
C[P+](C)(Cl)Cl,1.5
C(CCON)CON,-0.8
C(F)(Cl)(Cl)Br,2.7
C[C-](C)N(C)C,1.1
[2H]C([2H])([2H])OCCC[CH+]C,1.9
CCCC(CO)F,1.2
C=C(Cl)Br,2.4
C(CSSS)O,0.7
[3H]SI(C)F,2.4
C(CF)NCF,0.6
CCCCOOCC,1.7
CCCCCC[CH+]CC,4.5
C([C@H](Cl)Br)Br,2.5
CCOC(C)O[O],0.3
CCC(C)CCP,2.1
[C-](=S)PF,0.9
C(C(CCl)N)F,0.3
C1=NC=PP1,-1.2
[3H][C-](OC)SC,0.8
CSOCCl,1.2
CCCC[S-],2.3
C[CH-]C(C)C(C)C,3.4
CP(SC)SC,0.8
CC/C=C/CO,0.9
CC(C)[I-]F,2.9
CCC[C@H](C)CC,3.7
CCC(CCS)Cl,2.4
CCN(O)OC,0.2
C[N+](C)(C)O[11CH3],0.3
C[C@H](CON)N,-1.2
C1CCN[14CH2]C1,0.8
C(=O)SS,0.7
C(=NI)NI,1.1
C=CCCC=C,2.9
C(PP)Br,0.6
CCN(C)SC,1.1
C(CO)CP=O,-1.1
CCNC[C@@H](C)N,-0.3
C(CI)I,2.7
CPSCN,-0.5
[C@@H]([C@H](Cl)Br)(Cl)Br,3.3
[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],0.2
C(CN(O)[O-])N,-1.7
C(C(N)N)(N)N,-3.2
C(CN)C(N)O,-1.8
[2H]S(=P)C,1
CCC[C@H](C)I,3.4
CSSCCSSC,1.6
C(CI)NNN,-0.1
CP(C)NP(C)C,-0.4
CCCC(C)Br,2.7
C1CO[CH]OC1,-0.2
CNI(C)C,1.1
CC(F)(F)Cl,2.0
C(CO)N(N)N,-1.9
COCC(O)OC,-0.6
CCOC(C)OO,0.3
C(/C=C/N)Br,0.6
CCPC=CC,1
CC(=[18O])Cl,0.8
[2H][C]([2H])[Cl+]Cl,1.6
C(CO)[C@@H](O)Cl,0
C[C@@H](CNC)OC,0.1
C(COCN)CS,-0.1
C(=N/O)\I,0.9
CCOCOCC,0.8
C(CF)C(F)I,2.1
C(C(CO)CP)O,-1.2
CCOCCCP,0.5
C(NCl)ONN,-0.9
CNSNC,0
CC/C=C/C[19F],1.9
C(C(CN)CS)N,-1.1
CC(CC[CH2])Br,2.7
C=CCNCCl,1.1
CCCCC(C)[CH2],3.7
CC(C=O)S,0.4
C1CC1CC[NH],0.8
C[S+](C)CS,1.3
C(COCCF)N,-0.5
C(O)(Cl)([Cl+])[Cl+],1.5
CCCCOS,1.8
CCC(C)CN,1.0
CCN(C)CCF,1
CCCC(C)[CH],3.2
CCC(OCC)P,1.2
CCCCOCBr,2.5
CCCOP(O)O,-0.1
CCCC(C)OS,2.2
C(C[NH2+]CCO)[NH3+],-1.7
C[C@@H](CN)S,0.0
CC(CCCO)N,-0.3
C(CN)C(O)Cl,-0.3
CN(C)CCNO,-0.7
C(C(I)I)O,1.3
C[C@@H](CCOC)O,0.2
CCP(O)Cl,0.6
C(C(O)O)(N)O,-2.4
[2H]C([2H])([2H])C([2H])(C)NC([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],1.4
[2H][13C](C)([13C]([2H])(C)O)N,-0.5
CN(CO)OC,-0.3
[CH]([ClH+])Cl,1.5
[2H]C1(CNC(CN1)([2H])[2H])[2H],-1.5
CC1COOC1,0.7
CCCCC[C-](C)C,4.3
C(N)(S)Br,0.6
CCOCC(Cl)Cl,1.8
CC(C)(C)PCl,1.7
CP(CN)S,-0.4
C1=CC#[P+]C=C1,0.5
C=[C]CCCO,1
C[C@@H](CF)CBr,2.1
C(CI)CI,3.0
CCCCCOBr,2.8
COP(N)N,-1.5
CC1OOOO1,0.5
C(C(O)F)Br,0.8
CCCC=CS,2.2
[2H]N=I([2H])(C)I,2.9
CCN(CC)SC,1.4
CSPC=C,0.8
CCCCOCI,2.4
C[S+](C)CC=C,1.5
C(C=CCI)I,3
CCC(CC)SBr,3.3
CCSSS,1.8
C1O[I-]1,0.8
C(CS)OC=O,0.4
C(PP)Cl,0.5
[2H]C([2H])([2H])CCCCCCC,3.9
[2H]C([2H])(C([2H])([2H])C([2H])([2H])N)C([2H])([2H])N,-0.9
C[P+](C)(N)N,-1.5
[2H]C(C)(C)P=S,1.7
C(OBr)Br,1.9
C(CO)[C@@H](N)O,-1.6
CCCCCCC[CH2-],3.9
CCCCNCCl,1.7
CCC(CCl)NC,1.3
CCC(CC)S,2.4
CC(C)N(S)S,2
[2H][C@](C)(COC)N,-0.4
[2H]C([2H])(C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,2
CCSCCCCl,2.2
C1C[C+](C1)C[O-],1.9
C(/C=C/I)S,1.7
C[C@@H](C(Cl)Cl)Br,2.8
CSCCCS,1.5
[2H]C([2H])(CO)Br,0.2
CC(C)CCCBr,3.0
CC(C)(C)OS,1.5
CC(Cl)Br,2.1
C1NCNSN1,-0.5
C(CCNI)CN,-0.1
CC(CCCl)Cl,2.2
C1N(O1)Br,0.7
C[C@H](CCBr)F,2.1
CC[C@H](CBr)OC,1.8
CCNCN(C)C,0.3
CCC[C@@H](CO)Cl,1.5
[CH+]1C(O1)CCl,0.5
C(CCBr)COP,1.4
COCCC(F)F,1.3
CCCC(C)[13CH3],3.2
C(C[NH3+])C[NH2+]CC[NH3+],-1.7
[2H]C([2H])([2H])C(CCCBr)C([2H])([2H])[2H],3.0
CCCC[P@@](C)S,1.7
CCSSCN,0.4
C(C(Cl)Cl)(P)Cl,2
[2H]C([2H])(CCC)Br,2.8
[CH2-]CCCCCCCC[CH2-],5
C[S+]C(=N)[NH],0.2
C[C@H](CCO)F,0.7
CC(C)COI,2.3
CC(C)[S+](C)C,1.7
CCCCSCNC,1.8
CC(C)[CH]Br,2.3
CCO[CH]OCC,0.8
[CH2+]C[N-]CC[O],-0.5
CCCCNCCCl,1.6
CCC(CCl)OC,1.6
CC/C=C\CC,2.5
C1COC1[S-],0.7
C1COC1Br,1.1
CCC(S)Br,2.3
CC(C)[CH]C=C,2.7
[2H]CC(C)C(C)CC,3.4
C[C@@H]([C@@H](Cl)Br)Br,2.9
[2H]C(=O)OCCC,0.8
[CH]CCCCBr,3.4
C1CN(C1)I,0.8
C1CCNNC1,0.0
COCCCCOC,0.6
CCC[CH]CCOO,1.9
C=[O+]CCCO,0.8
[13CH3]S(=O)O,-0.5
CC[NH2+]CCOCC,0.4
C1[C@@H](O1)CBr,0.8
CC(C)N(Br)Br,2.0
CN(CI)S,1.5
C(=CCl)OBr,2.1
CS[C]SC,1.6
C([35Cl])[35Cl],1.5
CC(S)SCO,1.1
[2H]C(CCCC)C([2H])([2H])C([2H])([2H])Br,4.4
CC[CH][NH2+]CC,1.1
[2H][13CH]([13C@@H](C([2H])([2H])O)O)O,-1.8
C=CSCN,0.5
[2H]C(C)C(C)Br,2.3
[2H]C([2H])(CCCC)Br,3.4
CSNCC=O,-0.2
CCCNNCN,-0.4
C1CC1CCN,0.8
C[C@H](C[C@H](C)Br)Br,3
CCCOP=O,0.5
CSC(N)NCl,0.1
CCCC[C@H](F)S,2.8
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C=O,1.1
CN(C)P(O)O,-0.8
CC(CCCP)N,0.1
CSOO[O-],0
CCCCC[NH],1.5
C(CF)C(O)Cl,1
[2H]C([2H])([2H])C(CC)(C([2H])([2H])[2H])O,0.9
CNSCC=C,0.9
CCCNCNC,0.4
C(CPO)C=O,-1.1
C1C(N1)CBr,0.4
CP(C)CCl,0.6
CC(C)(C)S,1.5
CC(CN)[S-],0
C1C(O1)CP,-0.4
CC(OC)ON,-0.3
CCC(CO)CS,1.0
C(CCCS)CCN,1.0
CCNC(O)O,-0.9
C(N)OOON,-1.4
[2H]CC([2H])(O)Cl,0.7
COCCCSO,0.2
CCC(S)I,2.2
COCCOCOO,-0.6
[CH2-]CCCC[CH2+],3.9
[2H]C1C(OC(C(O1)([2H])[2H])([2H])[2H])([2H])[2H],-0.3
CCCCCCOCl,3.2
C(CCl)OCCl,1.4
C(P)(P)Br,0.6
CSCCC=S,0.9
[2H]CC(CC)CF,2.3
C(NN(F)F)NF,-0.1
CCCC=[PH2+],-0.2
[2H]C1CCCCC1,3.4
C(C(F)Cl)F,1.7
C(C(N)(N)N)P,-2.8
CCSCN=C,2.5
COCCOP,-0.3
C(C(CS)O)F,0.2
C[C@H](F)I,1.8
C([C@@H](CCl)Cl)O,0.8
C(NI)[I-]SO,0.9
CCC[C@@H](N)I,1.3
C=NCCP,1
CC([CH])CCNC,1.5
C(CS)OCS,0.8
CCNNN(C)C,0.2
CS(C)(C)CCl,1.6
C(C(CS)CS)S,1.3
C(=S)OS,1.2
CCNNCN,-0.9
C(OO)OO,-1
C(ON)SSOP,0
CSPN,-0.4
CCCN(C)CP,0.9
CC(C[CH2])OO,0.9
CCO[CH][O+]=C,1.4
C(C(F)I)I,2.5
C(=NNO)Br,1
CCO[S+](C)C,1.3
C[NH+]C=CCl,1.1
C(CNCCBr)N,-0.4
C(P)(P)(Cl)Cl,0.9
CC(C)SCOC,1.6
C=NSN=C,3.5
C(=CI)P,0.9
[3H]COCCCC,1.7
CCN(C)PC,0.5
[CH2]N1CCCC1,0.9
CCC(C)NC[CH],1.4
CCI(C)I,3.6
CC(C)OPC,0.8
CCC[CH-]S,2.3
C(CC=O)CBr,0.8
CN(C)CNCN,-0.9
CCC(C)COC,1.8
[13CH2]([13CH]([13CH2]O)O)O,-1.8
CC[C@H](C)NOC,1.2
CCN(CC)CN,0.2
C1OCSCO1,0.6
CNSOO[O-],-0.2
CC(C)(C)PO,0.4
C(CO)N(Cl)Cl,0.2
CC(C[CH2])CCN,1.5
C(CCl)OCl,1.5
C(CCCCl)CCO,1.6
CC(CON)O,-0.9
C(C(=O)[O-])Cl,1.1
CN=IF,1.5
CCOCC[CH],1.3
CCCCCOCN,1
CCCC[C@@H](C)I,3.9
C1COSN1,0.1
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])NCCC,1.7
CC(CCCS)N,0.7
[CH2]CCCCCS,3.3
CCNSNCC,0.7
C(C(CN)O)N,-2.3
C[P+](=S)S,1.5
C[C@H](CO)Br,0.7
[2H]C1(C(O1)([2H])C([2H])([2H])Cl)[2H],0.5
CCC(P)P,0.6
C1NNCNN1,-1.1
[CH]=C(F)Br,1.9
COC1CS1,0.7
CCCC(CN)F,0.9
CCSSCCO,0.6
C(CO)C(S)S,0.6
[3H]C(C)(C)C(C)S,2.3
C=CCC[CH]O,1
C[NH+](C)C[NH+](C)C,0.4
C(O)(F)Br,0.9
CC(C)PI,1.6
CS/N=N/SC,1.5
C1CC(C1)CO,0.8
C(OI)(F)F,1.9
CCCON(C)C,1.2
C(/C=C/N)S,0.1
CC(C)C([CH2])O,1.3
CNCNCNCN,-1.7
CC(CS)CBr,2.1
CCCCCCNS,2.6
CCC(CCCl)Br,2.9
C1CC1CS,1.3
C(S)SCS,1.6
[2H]C1CCCC(C1([2H])[2H])[2H],3.4
[2H]C([2H])([2H])C([2H])(C)C([2H])([2H])C([2H])([2H])O[2H],1.2
CO[I-]I,1.8
[2H]C([2H])(C([2H])([2H])S[2H])O[2H],-0.2
CSCCSC,1.5
C1=CN=NC=[NH+]1,-0.6
CCCCCNCl,1.9
[12CH2](Cl)Cl,1.5
C(CCSCl)CO,1.3
[2H]C(C)I,2.1
C(F)(F)(S)Br,2.1
CNSOO,-0.2
CP(C)CI,0.7
[2H]C([2H])([2H])CCC[CH]C([2H])([2H])[2H],3.9
C(CN)C(N)P,-1.5
C(CN)CON,-1.3
C(=C/Cl)\NO,0.6
CCC(CCCl)N,1.2
CCCNN=O,0.9
C(COCCBr)N,-0.1
CC(CCl)F,1.6
CCCNCF,1.1
CSOSO,0.5
CCCONO,0.2
C(OO)(Cl)Cl,1.0
C[NH+](CO)CO,-0.9
C(CO)NC[18F],-0.4
CP(CBr)CBr,1.6
CCCNCCNC,0.3
CC(C)(C)[PH2+][O-],0.3
[2H]C([2H])(CCCCC)Br,3.8
CNCCOO,-0.8
C[CH]CN(C)C,1.2
CNN(CN)CN,-1.7
CCCC(C)S,2.2
CCC(CN)O,-0.4
C1=POP=C1,-1.6
CCSSCS,1.7
CCCP(C)CCC,1.7
CCCNCCS,1.0
COP(C)F,0.5
[2H]C(C([2H])C([2H])C([2H])([2H])N([2H])[2H])C([2H])C([2H])([2H])N([2H])[2H],-0.2
C(CCI)CBr,3.0
[2H]CC(I)I,2.5
CCCP(O)O,-0.2
[H][C@]([2H])(CNP)OPP,-0.7
COC=CBr,1.2
C[I-]F,1.9
C(F)(SI)I,3
C(=O)C(Cl)Br,1.2
CCCC[C@@H](C)F,2.8
[13CH2]1[13CH2]O[13CH2][13CH2]N1,-0.9
C([C@@H](CCl)O)F,0.5
[2H]P=S(C)C,0.9
CSCSSCSS,2.5
CC=NBr,1
C(COCF)O,-0.2
CSOOCO,0
CCSN(C)C,1.1
C(CNI)CS,0.8
C(CNC=S)N,-0.8
CCOOOS,1
C(S)S(=O)[O-],-0.8
[13CH2]([13CH2][13CH2]Br)[13CH2]Br,2.5
CC/C=C/CS,1.8
[2H]/C(=C(\[2H])/Br)/Br,1.9
CC([13CH3])I,2.3
C(CN=O)CI,1
CSPI,1.2
[3H]C(Cl)(Cl)Cl,2.3
CP(C)OI,0.8
CCOCO[CH2],0.4
CCOP(F)Br,1.8
CC[C@@H](CNC)F,1.1
C1=C[C-](C=C1)Br,2.2
CNCNCCO,-1.2
COOCC(F)F,1
CC[CH]CCN,1.5
C[C@H](C(F)F)O,0.8
CCC[C@@H](C)CN,1.5
[CH]OCCCl,0.7
CC(CF)CF,1.7
C#[N+]Br,1.1
CSC(F)F,1.8
CCN(C)CSC,1.4
CCP(CC)CN,-0.2
C1[C@H](S1)CI,1.8
C1NPCS1,0.3
CCSPCCN,-0.2
CCCOC(C)F,1.8
C(=CI)Br,2.1
[2H]C([2H])(C)CCCCl,2.6
[3H]P[PH+]=C,0.4
C[C@H]([C@@H](C)O)N,-0.5
CC[C@H](C)Br,2.3
CS[CH]SC,1.6
[2H]C([2H])(C([2H])([2H])SC([2H])([2H])C([2H])([2H])O)O,-0.6
C1CCSSCC1,1.8
CC(O)OCCl,0.6
CC(C)OPP,0.6
CCC(CCS)S,2.1
CCCPCCP,0.5
CC(CBr)OO,0.8
CC(ON)Cl,0.5
CCOPPC,0.2
C(COO)C=O,-1
CC[S+](C)C,1.3
CC1CCC1C,2.7
[CH]CCNCCN,-0.3
C(CBr)PO,0.2
C(CI)C(O)I,1.8
C(C[C]=O)CCl,0.6
[C](=O)C(Cl)Cl,1.1
CN(C)PN(C)C,0.4
C1OOOOO1,0.1
C[C@H](C[C@H](C)S)S,2
C(COO)CO[O],-0.7
CCNN(CC)N,0
CCC(C)C[NH],1
CCCN(N)N,-0.3
C(CC(Cl)Cl)CF,2.6
[2H]C([2H])([2H])CCCBr,2.8
C(C(O)P)S,-0.3
CCSCCN,0.3
CCCC[N]CCCC,2.8
CSCCC(O)O,0
COCOOO,-0.4
C(C(N)I)S,0.4
CC(C)C[CH-]OC,1.8
CC(C)CC[NH3+],1.0
CI(C)I=C,3.6
C[C@@H](N)OCO,-0.9
CC(CO)CBr,1.1
C=NCCCN,0.8
CC[I-]P(C)I,2.6
CCCCCCOC,2.4
CCOOF,1
C[C@@H]([C@@H](C)Br)N,0.9
C(C(S)S)C(S)S,2.1
C(C(O)F)Cl,0.6
CCC(C)NPC,1
CCC[C@@H](C)CCl,3
C1COS[CH]1,0.6
CCOCC[OH2+],-0.3
CN(C=O)S,0.2
C=CSCCN,0.4
C(CCF)CF,1.6
CCOCC(N)N,-1.3
CCOC(C)Cl,1.6
CCOC(C)P,0.7
C(S)[I-]N,0.5
CC(CN)NO,-1.2
C[C@@H](CCCBr)Br,2.9
COCCNCO,-0.9
[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])Br,1.8
CCCN(C)[CH],1.2
COCC([CH])COC,0.7
CCSC(C)O,1.1
C[C@@H](CF)CCl,2
C[C@H](N(C)C)S,1.1
C(C(S)S)I,2.1
CCCCCCCP,3.3
CCCCCNCBr,2.4
COCCCCO,0.1
CCSSSCC,2.1
C(CSCCN)N,-1.0
COS(=O)[O-],-0.7
CCC=NS,1
C(C(F)(F)F)P,1
CCCCC=[14CH2],3.4
[3H]C1=CC=CC=C1,2.1
C(C(CP)P)O,-1
COP=NP,0.4
[2H]C(C)Br,1.4
C(CP)C(O)O,-0.9
CCCI,2.6
C([14CH2]O)Br,0.2
CCSSC(Cl)Cl,2.7
CC(C(F)F)O,0.8
C(Br)Br,1.8
CC(C[SH2+])P,0.6
C(C(O)Cl)(O)Cl,0.4
